"First_pokemon","Second_pokemon","Winner","First_Name","First_Type 1","First_Type 2","First_HP","First_Attack","First_Defense","First_Sp. Atk","First_Sp. Def","First_Speed","First_Generation","First_Legendary","Second_Name","Second_Type 1","Second_Type 2","Second_HP","Second_Attack","Second_Defense","Second_Sp. Atk","Second_Sp. Def","Second_Speed","Second_Generation","Second_Legendary"
523,731,731,"Glaceon","Ice","",65,60,110,130,95,65,4,False,"Fletchinder","Fire","Flying",62,73,55,56,52,84,6,False
461,680,461,"Wormadam Trash Cloak","Bug","Steel",60,69,95,69,95,36,4,False,"Stunfisk","Ground","Electric",109,66,84,81,99,32,5,False
30,674,674,"Arbok","Poison","",60,85,69,65,79,80,1,False,"Haxorus","Dragon","",76,147,90,60,70,97,5,False
86,454,454,"Slowpoke","Water","Psychic",90,65,65,40,40,15,1,False,"Cranidos","Rock","",67,125,40,30,30,58,4,False
671,596,671,"Chandelure","Ghost","Fire",60,55,90,145,90,80,5,False,"Tympole","Water","",50,50,40,50,40,64,5,False
565,791,565,"Watchog","Normal","",60,85,69,60,69,77,5,False,"Noibat","Flying","Dragon",40,30,35,45,40,55,6,False
150,34,34,"Omanyte","Rock","Water",35,40,100,90,55,35,1,False,"Sandslash","Ground","",75,100,110,45,55,65,1,False
701,360,701,"Terrakion","Rock","Fighting",91,129,90,72,90,108,5,True,"Trapinch","Ground","",45,100,45,45,45,10,3,False
538,239,538,"Uxie","Psychic","",75,75,130,75,130,95,4,True,"Swinub","Ice","Ground",50,50,40,30,30,50,2,False
193,761,193,"Xatu","Psychic","Flying",65,75,70,95,70,95,2,False,"Skrelp","Poison","Water",50,60,60,60,60,30,6,False
5,443,443,"Charmander","Fire","",39,52,43,60,50,65,1,False,"Staravia","Normal","Flying",55,75,50,40,40,80,4,False
434,734,434,"Grotle","Grass","",75,89,85,55,65,36,4,False,"Spewpa","Bug","",45,22,60,27,30,29,6,False
317,2,2,"Shedinja","Bug","Ghost",1,90,45,30,30,40,3,False,"Ivysaur","Grass","Poison",60,62,63,80,80,60,1,False
404,505,505,"Gorebyss","Water","",55,84,105,114,75,52,3,False,"Toxicroak","Poison","Fighting",83,106,65,86,65,85,4,False
37,381,37,"Nidoqueen","Poison","Ground",90,92,87,75,85,76,1,False,"Armaldo","Rock","Bug",75,125,100,70,80,45,3,False
427,127,427,"Mega Rayquaza","Dragon","Flying",105,180,100,180,100,115,3,True,"Seadra","Water","",55,65,95,95,45,85,1,False
392,443,443,"Chimecho","Psychic","",65,50,70,95,80,65,3,False,"Staravia","Normal","Flying",55,75,50,40,40,80,4,False
318,616,616,"Whismur","Normal","",64,51,23,51,23,28,3,False,"Darmanitan Standard Mode","Fire","",105,140,55,30,55,95,5,False
637,68,68,"Gothorita","Psychic","",60,45,70,75,85,55,5,False,"Poliwrath","Water","Fighting",90,95,95,70,90,70,1,False
320,7,7,"Exploud","Normal","",104,91,63,91,73,68,3,False,"Charizard","Fire","Flying",78,84,78,109,85,100,1,False
69,757,757,"Abra","Psychic","",25,20,15,105,55,90,1,False,"Inkay","Dark","Psychic",53,54,53,37,46,45,6,False
533,58,58,"Heat Rotom","Electric","Fire",50,65,107,105,107,86,4,False,"Meowth","Normal","",40,45,35,40,40,90,1,False
442,54,442,"Starly","Normal","Flying",40,55,30,30,30,60,4,False,"Venonat","Bug","Poison",60,55,50,40,55,45,1,False
789,470,470,"Bergmite","Ice","",55,69,85,32,35,28,6,False,"Shellos","Water","",76,48,48,57,62,34,4,False
57,604,57,"Dugtrio","Ground","",35,80,50,50,70,120,1,False,"Venipede","Bug","Poison",30,45,59,30,39,57,5,False
681,281,681,"Mienfoo","Fighting","",45,85,50,55,50,65,5,False,"Mudkip","Water","",50,70,50,50,50,40,3,False
208,786,786,"Sunflora","Grass","",75,75,55,105,85,30,2,False,"Gourgeist Small Size","Ghost","Grass",55,85,122,58,75,99,6,False
672,97,672,"Axew","Dragon","",46,87,60,30,40,57,5,False,"Muk","Poison","",105,105,75,65,100,50,1,False
329,235,329,"Mawile","Steel","Fairy",50,85,85,55,55,50,3,False,"Teddiursa","Normal","",60,80,50,50,50,40,2,False
451,638,451,"Luxray","Electric","",80,120,79,95,79,70,4,False,"Gothitelle","Psychic","",70,55,95,95,110,65,5,False
20,94,20,"Mega Beedrill","Bug","Poison",65,150,40,15,80,145,1,False,"Seel","Water","",65,45,55,45,70,45,1,False
200,575,575,"Azumarill","Water","Fairy",100,50,80,60,80,50,2,False,"Panpour","Water","",50,53,48,53,48,64,5,False
57,358,57,"Dugtrio","Ground","",35,80,50,50,70,120,1,False,"Grumpig","Psychic","",80,45,65,90,110,80,3,False
282,684,282,"Marshtomp","Water","Ground",70,85,70,60,70,50,3,False,"Golett","Ground","Ghost",59,74,50,35,50,35,5,False
153,394,394,"Kabutops","Rock","Water",60,115,105,65,70,80,1,False,"Mega Absol","Dark","",65,150,60,115,60,115,3,False
460,511,511,"Wormadam Sandy Cloak","Bug","Ground",60,79,105,59,85,36,4,False,"Abomasnow","Grass","Ice",90,92,75,92,85,60,4,False
338,463,463,"Electrike","Electric","",40,45,40,65,40,65,3,False,"Combee","Bug","Flying",30,30,42,30,42,70,4,False
410,383,410,"Mega Salamence","Dragon","Flying",95,145,130,120,90,120,3,False,"Milotic","Water","",95,60,79,100,125,81,3,False
207,757,757,"Sunkern","Grass","",30,30,30,30,30,30,2,False,"Inkay","Dark","Psychic",53,54,53,37,46,45,6,False
200,64,64,"Azumarill","Water","Fairy",100,50,80,60,80,50,2,False,"Growlithe","Fire","",55,70,45,70,50,60,1,False
712,432,432,"Kyurem Black Kyurem","Dragon","Ice",125,170,100,120,90,95,5,True,"Deoxys Speed Forme","Psychic","",50,95,90,95,90,180,3,True
255,470,470,"Smeargle","Normal","",55,20,35,20,45,75,2,False,"Shellos","Water","",76,48,48,57,62,34,4,False
79,448,79,"Tentacool","Water","Poison",40,40,35,50,100,70,1,False,"Kricketune","Bug","",77,85,51,55,51,65,4,False
198,362,362,"Bellossom","Grass","",75,80,95,90,100,50,2,False,"Flygon","Ground","Dragon",80,100,80,80,80,100,3,False
638,231,638,"Gothitelle","Psychic","",70,55,95,95,110,65,5,False,"Shuckle","Bug","Rock",20,10,230,10,230,5,2,False
16,554,554,"Butterfree","Bug","Flying",60,45,50,90,80,70,1,False,"Victini","Psychic","Fire",100,100,100,100,100,100,5,True
376,461,376,"Baltoy","Ground","Psychic",40,40,55,40,70,55,3,False,"Wormadam Trash Cloak","Bug","Steel",60,69,95,69,95,36,4,False
731,616,616,"Fletchinder","Fire","Flying",62,73,55,56,52,84,6,False,"Darmanitan Standard Mode","Fire","",105,140,55,30,55,95,5,False
798,791,798,"Hoopa Confined","Psychic","Ghost",80,110,60,150,130,70,6,True,"Noibat","Flying","Dragon",40,30,35,45,40,55,6,False
215,360,215,"Slowking","Water","Psychic",95,75,80,100,110,30,2,False,"Trapinch","Ground","",45,100,45,45,45,10,3,False
702,409,702,"Virizion","Grass","Fighting",91,90,72,90,129,108,5,True,"Salamence","Dragon","Flying",95,135,80,110,80,100,3,False
666,468,666,"Eelektross","Electric","",85,115,80,105,80,50,5,False,"Cherubi","Grass","",45,35,45,62,53,35,4,False
35,58,58,"Nidoran","Poison","",55,47,52,40,40,41,1,False,"Meowth","Normal","",40,45,35,40,40,90,1,False
75,685,685,"Machamp","Fighting","",90,130,80,65,85,55,1,False,"Golurk","Ground","Ghost",89,124,80,55,80,55,5,False
239,526,526,"Swinub","Ice","Ground",50,50,40,30,30,50,2,False,"Porygon-Z","Normal","",85,80,70,135,75,90,4,False
136,396,136,"Magmar","Fire","",65,95,57,100,85,93,1,False,"Snorunt","Ice","",50,50,50,50,50,50,3,False
179,442,179,"Noctowl","Normal","Flying",100,50,50,76,96,70,2,False,"Starly","Normal","Flying",40,55,30,30,30,60,4,False
148,207,148,"Flareon","Fire","",65,130,60,95,110,65,1,False,"Sunkern","Grass","",30,30,30,30,30,30,2,False
6,526,526,"Charmeleon","Fire","",58,64,58,80,65,80,1,False,"Porygon-Z","Normal","",85,80,70,135,75,90,4,False
629,277,629,"Archeops","Rock","Flying",75,140,65,112,65,110,5,False,"Torchic","Fire","",45,60,40,70,50,45,3,False
671,585,585,"Chandelure","Ghost","Fire",60,55,90,145,90,80,5,False,"Boldore","Rock","",70,105,105,50,40,20,5,False
123,748,748,"Tangela","Grass","",65,55,115,100,40,60,1,False,"Meowstic Female","Psychic","",74,48,76,83,81,104,6,False
704,564,704,"Tornadus Therian Forme","Flying","",79,100,80,110,90,121,5,True,"Patrat","Normal","",45,55,39,35,39,42,5,False
316,208,316,"Ninjask","Bug","Flying",61,90,45,50,50,160,3,False,"Sunflora","Grass","",75,75,55,105,85,30,2,False
344,248,248,"Illumise","Bug","",65,47,55,73,75,85,3,False,"Houndoom","Dark","Fire",75,90,50,110,80,95,2,False
595,251,595,"Conkeldurr","Fighting","",105,140,95,55,65,45,5,False,"Phanpy","Ground","",90,60,60,40,40,40,2,False
701,445,701,"Terrakion","Rock","Fighting",91,129,90,72,90,108,5,True,"Bidoof","Normal","",59,45,40,35,40,31,4,False
218,99,99,"Wobbuffet","Psychic","",190,33,58,33,58,33,2,False,"Cloyster","Water","Ice",50,95,180,85,45,70,1,False
155,623,155,"Mega Aerodactyl","Rock","Flying",80,135,85,70,95,150,1,False,"Sigilyph","Psychic","Flying",72,58,80,103,80,97,5,False
559,586,559,"Pignite","Fire","Fighting",90,93,55,70,55,55,5,False,"Gigalith","Rock","",85,135,130,60,80,25,5,False
210,489,489,"Wooper","Water","Ground",55,45,45,25,25,15,2,False,"Happiny","Normal","",100,5,5,15,65,30,4,False
74,136,136,"Machoke","Fighting","",80,100,70,50,60,45,1,False,"Magmar","Fire","",65,95,57,100,85,93,1,False
217,171,171,"Unown","Psychic","",48,72,48,72,48,48,2,False,"Quilava","Fire","",58,64,58,80,65,80,2,False
11,668,11,"Wartortle","Water","",59,63,80,65,80,58,1,False,"Beheeyem","Psychic","",75,75,75,125,95,40,5,False
651,97,97,"Escavalier","Bug","Steel",70,135,105,60,105,20,5,False,"Muk","Poison","",105,105,75,65,100,50,1,False
24,213,24,"Mega Pidgeot","Normal","Flying",83,80,80,135,80,121,1,False,"Umbreon","Dark","",95,65,110,60,130,65,2,False
647,278,647,"Deerling","Normal","Grass",60,60,50,40,50,75,5,False,"Combusken","Fire","Fighting",60,85,60,85,60,55,3,False
541,760,541,"Dialga","Steel","Dragon",100,120,120,150,100,90,4,True,"Barbaracle","Rock","Water",72,105,115,54,86,68,6,False
508,328,328,"Lumineon","Water","",69,69,76,69,86,91,4,False,"Mega Sableye","Dark","Ghost",50,85,125,85,115,20,3,False
343,646,343,"Volbeat","Bug","",65,73,55,47,75,85,3,False,"Vanilluxe","Ice","",71,95,85,110,95,79,5,False
152,789,152,"Kabuto","Rock","Water",30,80,90,55,45,55,1,False,"Bergmite","Ice","",55,69,85,32,35,28,6,False
470,212,212,"Shellos","Water","",76,48,48,57,62,34,4,False,"Espeon","Psychic","",65,65,60,130,95,110,2,False
350,246,350,"Mega Sharpedo","Water","Dark",70,140,70,110,65,105,3,False,"Skarmory","Steel","Flying",65,80,140,40,70,70,2,False
758,472,472,"Malamar","Dark","Psychic",86,92,88,68,75,73,6,False,"Ambipom","Normal","",75,100,66,60,66,115,4,False
545,347,545,"Giratina Altered Forme","Ghost","Dragon",150,100,120,100,120,90,4,True,"Swalot","Poison","",100,73,83,73,83,55,3,False
338,334,338,"Electrike","Electric","",40,45,40,65,40,65,3,False,"Mega Aggron","Steel","",70,140,230,60,80,50,3,False
485,535,535,"Bronzor","Steel","Psychic",57,24,86,24,86,23,4,False,"Frost Rotom","Electric","Ice",50,65,107,105,107,86,4,False
64,9,9,"Growlithe","Fire","",55,70,45,70,50,60,1,False,"Mega Charizard Y","Fire","Flying",78,104,78,159,115,100,1,False
722,608,608,"Fennekin","Fire","",40,45,40,62,60,60,6,False,"Whimsicott","Grass","Fairy",60,67,85,77,75,116,5,False
772,192,772,"Hawlucha","Fighting","Flying",78,92,75,74,63,118,6,False,"Natu","Psychic","Flying",40,50,45,70,45,70,2,False
765,488,765,"Helioptile","Electric","Normal",44,38,33,61,43,70,6,False,"Mime Jr.","Psychic","Fairy",20,25,45,70,90,60,4,False
484,493,484,"Skuntank","Poison","Dark",103,93,67,71,61,84,4,False,"Gabite","Dragon","Ground",68,90,65,50,55,82,4,False
113,371,371,"Cubone","Ground","",50,50,95,40,50,35,1,False,"Solrock","Rock","Psychic",70,95,85,55,65,70,3,False
747,784,747,"Meowstic Male","Psychic","",74,48,76,83,81,104,6,False,"Pumpkaboo Super Size","Ghost","Grass",59,66,70,44,55,41,6,False
34,371,371,"Sandslash","Ground","",75,100,110,45,55,65,1,False,"Solrock","Rock","Psychic",70,95,85,55,65,70,3,False
113,250,250,"Cubone","Ground","",50,50,95,40,50,35,1,False,"Kingdra","Water","Dragon",75,95,95,95,95,85,2,False
507,368,368,"Finneon","Water","",49,49,56,49,61,66,4,False,"Zangoose","Normal","",73,115,60,60,60,90,3,False
468,309,309,"Cherubi","Grass","",45,35,45,62,53,35,4,False,"Masquerain","Bug","Flying",70,60,62,80,82,60,3,False
306,228,228,"Gardevoir","Psychic","Fairy",68,65,65,125,115,80,3,False,"Qwilfish","Water","Poison",65,95,75,55,55,85,2,False
43,301,301,"Vulpix","Fire","",38,41,40,50,65,65,1,False,"Swellow","Normal","Flying",60,85,60,50,50,125,3,False
608,86,608,"Whimsicott","Grass","Fairy",60,67,85,77,75,116,5,False,"Slowpoke","Water","Psychic",90,65,65,40,40,15,1,False
683,547,547,"Druddigon","Dragon","",77,120,90,60,90,48,5,False,"Cresselia","Psychic","",120,70,120,75,130,85,4,False
305,651,651,"Kirlia","Psychic","Fairy",38,35,35,65,55,50,3,False,"Escavalier","Bug","Steel",70,135,105,60,105,20,5,False
518,255,518,"Electivire","Electric","",75,123,67,95,85,95,4,False,"Smeargle","Normal","",55,20,35,20,45,75,2,False
777,519,519,"Goodra","Dragon","",90,100,70,110,150,80,6,False,"Magmortar","Fire","",75,95,67,125,95,83,4,False
273,757,273,"Treecko","Grass","",40,45,35,65,55,70,3,False,"Inkay","Dark","Psychic",53,54,53,37,46,45,6,False
3,685,3,"Venusaur","Grass","Poison",80,82,83,100,100,80,1,False,"Golurk","Ground","Ghost",89,124,80,55,80,55,5,False
218,764,764,"Wobbuffet","Psychic","",190,33,58,33,58,33,2,False,"Clawitzer","Water","",71,73,88,120,89,59,6,False
473,55,55,"Drifloon","Ghost","Flying",90,50,34,60,44,70,4,False,"Venomoth","Bug","Poison",70,65,60,90,75,90,1,False
162,436,162,"Dragonite","Dragon","Flying",91,134,95,100,100,80,1,False,"Chimchar","Fire","",44,58,44,58,44,61,4,False
636,117,117,"Gothita","Psychic","",45,30,50,55,65,45,5,False,"Lickitung","Normal","",90,55,75,60,75,30,1,False
653,285,285,"Amoonguss","Grass","Poison",114,85,70,85,80,30,5,False,"Poochyena","Dark","",35,55,35,30,30,35,3,False
697,149,697,"Hydreigon","Dark","Dragon",92,105,90,125,90,98,5,False,"Porygon","Normal","",65,60,70,85,75,40,1,False
124,677,677,"Kangaskhan","Normal","",105,95,80,40,80,90,1,False,"Cryogonal","Ice","",70,50,30,95,135,105,5,False
390,568,568,"Dusclops","Ghost","",40,70,130,60,130,25,3,False,"Stoutland","Normal","",85,110,90,45,90,80,5,False
13,501,13,"Mega Blastoise","Water","",79,103,120,135,115,78,1,False,"Hippowdon","Ground","",108,112,118,68,72,47,4,False
386,757,757,"Shuppet","Ghost","",44,75,35,63,33,45,3,False,"Inkay","Dark","Psychic",53,54,53,37,46,45,6,False
586,251,251,"Gigalith","Rock","",85,135,130,60,80,25,5,False,"Phanpy","Ground","",90,60,60,40,40,40,2,False
8,471,8,"Mega Charizard X","Fire","Dragon",78,130,111,130,85,100,1,False,"Gastrodon","Water","Ground",111,83,68,92,82,39,4,False
421,391,421,"Mega Latios","Dragon","Psychic",80,130,100,160,120,110,3,True,"Tropius","Grass","Flying",99,68,83,72,87,51,3,False
534,394,394,"Wash Rotom","Electric","Water",50,65,107,105,107,86,4,False,"Mega Absol","Dark","",65,150,60,115,60,115,3,False
711,696,711,"Kyurem","Dragon","Ice",125,130,90,130,90,95,5,True,"Zweilous","Dark","Dragon",72,85,70,65,70,58,5,False
424,151,424,"Groudon","Ground","",100,150,140,100,90,90,3,True,"Omastar","Rock","Water",70,60,125,115,70,55,1,False
11,43,43,"Wartortle","Water","",59,63,80,65,80,58,1,False,"Vulpix","Fire","",38,41,40,50,65,65,1,False
203,480,480,"Hoppip","Grass","Flying",35,35,40,35,55,50,2,False,"Glameow","Normal","",49,55,42,42,37,85,4,False
517,590,590,"Tangrowth","Grass","",100,100,125,110,50,50,4,False,"Excadrill","Ground","Steel",110,135,60,50,65,88,5,False
746,302,302,"Espurr","Psychic","",62,48,54,63,60,68,6,False,"Wingull","Water","Flying",40,30,30,55,30,85,3,False
65,248,248,"Arcanine","Fire","",90,110,80,100,80,95,1,False,"Houndoom","Dark","Fire",75,90,50,110,80,95,2,False
515,444,444,"Lickilicky","Normal","",110,85,95,80,95,50,4,False,"Staraptor","Normal","Flying",85,120,70,50,60,100,4,False
506,338,338,"Carnivine","Grass","",74,100,72,90,72,46,4,False,"Electrike","Electric","",40,45,40,65,40,65,3,False
486,387,387,"Bronzong","Steel","Psychic",67,89,116,79,116,33,4,False,"Banette","Ghost","",64,115,65,83,63,65,3,False
222,219,219,"Dunsparce","Normal","",100,70,70,65,65,45,2,False,"Girafarig","Normal","Psychic",70,80,65,90,65,85,2,False
597,629,629,"Palpitoad","Water","Ground",75,65,55,65,55,69,5,False,"Archeops","Rock","Flying",75,140,65,112,65,110,5,False
117,487,117,"Lickitung","Normal","",90,55,75,60,75,30,1,False,"Bonsly","Rock","",50,80,95,10,45,10,4,False
688,724,724,"Bouffalant","Normal","",95,110,95,40,95,55,5,False,"Delphox","Fire","Psychic",75,69,72,114,100,104,6,False
761,289,761,"Skrelp","Poison","Water",50,60,60,60,60,30,6,False,"Wurmple","Bug","",45,45,35,20,30,20,3,False
294,319,319,"Lotad","Water","Grass",40,30,30,40,50,30,3,False,"Loudred","Normal","",84,71,43,71,43,48,3,False
354,275,354,"Camerupt","Fire","Ground",70,100,70,105,75,40,3,False,"Sceptile","Grass","",70,85,65,105,85,120,3,False
507,23,23,"Finneon","Water","",49,49,56,49,61,66,4,False,"Pidgeot","Normal","Flying",83,80,75,70,70,101,1,False
301,347,301,"Swellow","Normal","Flying",60,85,60,50,50,125,3,False,"Swalot","Poison","",100,73,83,73,83,55,3,False
175,288,288,"Feraligatr","Water","",85,105,100,79,83,78,2,False,"Linoone","Normal","",78,70,61,50,61,100,3,False
296,731,731,"Ludicolo","Water","Grass",80,70,70,90,100,70,3,False,"Fletchinder","Fire","Flying",62,73,55,56,52,84,6,False
448,31,31,"Kricketune","Bug","",77,85,51,55,51,65,4,False,"Pikachu","Electric","",35,55,40,50,50,90,1,False
292,342,342,"Cascoon","Bug","",50,35,55,25,25,15,3,False,"Minun","Electric","",60,40,50,75,85,95,3,False
627,417,417,"Carracosta","Water","Rock",74,108,133,83,65,32,5,False,"Registeel","Steel","",80,75,150,75,150,50,3,True
483,257,483,"Stunky","Poison","Dark",63,63,47,41,41,74,4,False,"Hitmontop","Fighting","",50,95,95,35,110,70,2,False
258,389,258,"Smoochum","Ice","Psychic",45,30,15,85,65,65,2,False,"Duskull","Ghost","",20,40,90,30,90,25,3,False
572,260,572,"Simisage","Grass","",75,98,63,98,63,101,5,False,"Magby","Fire","",45,75,37,70,55,83,2,False
184,703,184,"Crobat","Poison","Flying",85,90,80,70,80,130,2,False,"Tornadus Incarnate Forme","Flying","",79,115,70,125,80,111,5,True
456,753,456,"Shieldon","Rock","Steel",30,42,118,42,88,30,4,False,"Spritzee","Fairy","",78,52,60,63,65,23,6,False
84,743,84,"Ponyta","Fire","",50,85,55,65,65,90,1,False,"Pancham","Fighting","",67,82,62,46,48,43,6,False
594,314,314,"Gurdurr","Fighting","",85,105,85,40,50,40,5,False,"Slaking","Normal","",150,160,100,95,65,100,3,False
81,492,492,"Geodude","Rock","Ground",40,80,100,30,30,20,1,False,"Gible","Dragon","Ground",58,70,45,40,45,42,4,False
629,752,629,"Archeops","Rock","Flying",75,140,65,112,65,110,5,False,"Aegislash Shield Forme","Steel","Ghost",60,50,150,50,150,60,6,False
113,174,174,"Cubone","Ground","",50,50,95,40,50,35,1,False,"Croconaw","Water","",65,80,80,59,63,58,2,False
738,277,277,"Flabébé","Fairy","",44,38,39,61,79,42,6,False,"Torchic","Fire","",45,60,40,70,50,45,3,False
719,676,676,"Chespin","Grass","",56,61,65,48,45,38,6,False,"Beartic","Ice","",95,110,80,70,80,50,5,False
30,456,30,"Arbok","Poison","",60,85,69,65,79,80,1,False,"Shieldon","Rock","Steel",30,42,118,42,88,30,4,False
308,598,598,"Surskit","Bug","Water",40,30,32,50,52,65,3,False,"Seismitoad","Water","Ground",105,95,75,85,75,74,5,False
338,449,338,"Electrike","Electric","",40,45,40,65,40,65,3,False,"Shinx","Electric","",45,65,34,40,34,45,4,False
440,366,366,"Prinplup","Water","",64,66,68,81,76,50,4,False,"Altaria","Dragon","Flying",75,70,90,70,105,80,3,False
361,7,7,"Vibrava","Ground","Dragon",50,70,50,50,50,70,3,False,"Charizard","Fire","Flying",78,84,78,109,85,100,1,False
562,213,213,"Dewott","Water","",75,75,60,83,60,60,5,False,"Umbreon","Dark","",95,65,110,60,130,65,2,False
731,345,731,"Fletchinder","Fire","Flying",62,73,55,56,52,84,6,False,"Roselia","Grass","Poison",50,60,45,100,80,65,3,False
195,248,248,"Flaaffy","Electric","",70,55,55,80,60,45,2,False,"Houndoom","Dark","Fire",75,90,50,110,80,95,2,False
44,714,714,"Ninetales","Fire","",73,76,75,81,100,100,1,False,"Keldeo Ordinary Forme","Water","Fighting",91,72,90,129,90,108,5,False
32,458,32,"Raichu","Electric","",60,90,55,90,80,110,1,False,"Burmy","Bug","",40,29,45,29,45,36,4,False
57,368,57,"Dugtrio","Ground","",35,80,50,50,70,120,1,False,"Zangoose","Normal","",73,115,60,60,60,90,3,False
759,157,157,"Binacle","Rock","Water",42,52,67,39,56,50,6,False,"Articuno","Ice","Flying",90,85,100,95,125,85,1,True
444,775,444,"Staraptor","Normal","Flying",85,120,70,50,60,100,4,False,"Goomy","Dragon","",45,50,35,55,75,40,6,False
153,288,288,"Kabutops","Rock","Water",60,115,105,65,70,80,1,False,"Linoone","Normal","",78,70,61,50,61,100,3,False
589,459,589,"Drilbur","Ground","",60,85,40,30,45,68,5,False,"Wormadam Plant Cloak","Bug","Grass",60,59,85,79,105,36,4,False
522,462,522,"Leafeon","Grass","",65,110,130,60,65,95,4,False,"Mothim","Bug","Flying",70,94,50,94,50,66,4,False
189,348,348,"Igglybuff","Normal","Fairy",90,30,15,40,20,15,2,False,"Carvanha","Water","Dark",45,90,20,65,20,65,3,False
218,341,341,"Wobbuffet","Psychic","",190,33,58,33,58,33,2,False,"Plusle","Electric","",60,50,40,85,75,95,3,False
540,717,717,"Azelf","Psychic","",75,125,70,125,70,115,4,True,"Meloetta Pirouette Forme","Normal","Fighting",100,128,90,77,77,128,5,False
150,384,384,"Omanyte","Rock","Water",35,40,100,90,55,35,1,False,"Castform","Normal","",70,70,70,70,70,70,3,False
588,779,588,"Swoobat","Psychic","Flying",67,57,55,77,55,114,5,False,"Phantump","Ghost","Grass",43,70,48,50,60,38,6,False
256,637,637,"Tyrogue","Fighting","",35,35,35,35,35,35,2,False,"Gothorita","Psychic","",60,45,70,75,85,55,5,False
136,382,136,"Magmar","Fire","",65,95,57,100,85,93,1,False,"Feebas","Water","",20,15,20,10,55,80,3,False
467,755,467,"Floatzel","Water","",85,105,55,85,50,115,4,False,"Swirlix","Fairy","",62,48,66,59,57,49,6,False
645,448,448,"Vanillish","Ice","",51,65,65,80,75,59,5,False,"Kricketune","Bug","",77,85,51,55,51,65,4,False
783,446,446,"Pumpkaboo Large Size","Ghost","Grass",54,66,70,44,55,46,6,False,"Bibarel","Normal","Water",79,85,60,55,60,71,4,False
635,680,635,"Cinccino","Normal","",75,95,60,65,60,115,5,False,"Stunfisk","Ground","Electric",109,66,84,81,99,32,5,False
597,258,597,"Palpitoad","Water","Ground",75,65,55,65,55,69,5,False,"Smoochum","Ice","Psychic",45,30,15,85,65,65,2,False
260,162,260,"Magby","Fire","",45,75,37,70,55,83,2,False,"Dragonite","Dragon","Flying",91,134,95,100,100,80,1,False
378,669,378,"Lileep","Rock","Grass",66,41,77,61,87,23,3,False,"Litwick","Ghost","Fire",50,30,55,65,55,20,5,False
377,579,377,"Claydol","Ground","Psychic",60,70,105,70,120,75,3,False,"Pidove","Normal","Flying",50,55,50,36,30,43,5,False
170,104,104,"Cyndaquil","Fire","",39,52,43,60,50,65,2,False,"Onix","Rock","Ground",35,45,160,30,45,70,1,False
355,736,355,"Mega Camerupt","Fire","Ground",70,120,100,145,105,20,3,False,"Litleo","Fire","Normal",62,50,58,73,54,72,6,False
288,508,288,"Linoone","Normal","",78,70,61,50,61,100,3,False,"Lumineon","Water","",69,69,76,69,86,91,4,False
736,730,736,"Litleo","Fire","Normal",62,50,58,73,54,72,6,False,"Fletchling","Normal","Flying",45,50,43,40,38,62,6,False
330,668,330,"Mega Mawile","Steel","Fairy",50,105,125,55,95,50,3,False,"Beheeyem","Psychic","",75,75,75,125,95,40,5,False
538,191,538,"Uxie","Psychic","",75,75,130,75,130,95,4,True,"Togetic","Fairy","Flying",55,40,85,80,105,40,2,False
297,298,298,"Seedot","Grass","",40,40,50,30,30,30,3,False,"Nuzleaf","Grass","Dark",70,70,40,60,40,60,3,False
177,153,177,"Furret","Normal","",85,76,64,45,55,90,2,False,"Kabutops","Rock","Water",60,115,105,65,70,80,1,False
349,71,71,"Sharpedo","Water","Dark",70,120,40,95,40,95,3,False,"Alakazam","Psychic","",55,50,45,135,95,120,1,False
346,188,346,"Gulpin","Poison","",70,43,53,43,53,40,3,False,"Cleffa","Fairy","",50,25,28,45,55,15,2,False
476,252,476,"Lopunny","Normal","",65,76,84,54,96,105,4,False,"Donphan","Ground","",90,120,120,60,60,50,2,False
378,796,796,"Lileep","Rock","Grass",66,41,77,61,87,23,3,False,"Diancie","Rock","Fairy",50,100,150,100,150,50,6,True
227,446,446,"Granbull","Fairy","",90,120,75,60,60,45,2,False,"Bibarel","Normal","Water",79,85,60,55,60,71,4,False
661,336,336,"Klink","Steel","",40,55,70,45,60,30,5,False,"Medicham","Fighting","Psychic",60,60,75,60,75,80,3,False
45,276,45,"Jigglypuff","Normal","Fairy",115,45,20,45,25,20,1,False,"Mega Sceptile","Grass","Dragon",70,110,75,145,85,145,3,False
671,522,522,"Chandelure","Ghost","Fire",60,55,90,145,90,80,5,False,"Leafeon","Grass","",65,110,130,60,65,95,4,False
383,753,383,"Milotic","Water","",95,60,79,100,125,81,3,False,"Spritzee","Fairy","",78,52,60,63,65,23,6,False
653,731,731,"Amoonguss","Grass","Poison",114,85,70,85,80,30,5,False,"Fletchinder","Fire","Flying",62,73,55,56,52,84,6,False
461,407,407,"Wormadam Trash Cloak","Bug","Steel",60,69,95,69,95,36,4,False,"Bagon","Dragon","",45,75,60,40,30,50,3,False
663,219,663,"Klinklang","Steel","",60,100,115,70,85,90,5,False,"Girafarig","Normal","Psychic",70,80,65,90,65,85,2,False
228,140,228,"Qwilfish","Water","Poison",65,95,75,55,55,85,2,False,"Magikarp","Water","",20,10,55,15,20,80,1,False
256,298,298,"Tyrogue","Fighting","",35,35,35,35,35,35,2,False,"Nuzleaf","Grass","Dark",70,70,40,60,40,60,3,False
